id,emotion
1386644,negative
1386631,neutral
1386595,negative
1386574,neutral
1386564,neutral
1386551,positive
1386541,neutral
1386528,negative
1386510,positive
1386319,negative
1386295,negative
1386274,positive
1386257,negative
1386243,positive
1386237,negative
1386224,negative
1386219,negative
1386213,negative
1386199,negative
1386183,negative
1386175,negative
1386169,positive
1386155,neutral
1386150,neutral
1386137,positive
1386132,negative
1386118,negative
1386106,negative
1386094,neutral
1386079,neutral
1386071,negative
1386057,neutral
1386041,neutral
1386028,positive
1386021,positive
1386010,positive
1385999,negative
1385984,negative
1385966,positive
1385947,neutral
1385925,negative
1385914,negative
1385889,positive
1385867,negative
1385838,negative
1385819,negative
1385802,negative
1385786,negative
1385742,neutral
1385699,neutral
1385630,negative
1385595,negative
1385580,positive
1385571,neutral
1385562,positive
1385433,neutral
1385424,positive
1385407,negative
1385403,negative
1385379,neutral
1385366,negative
1385361,positive
1385354,negative
1385344,negative
1385325,neutral
1385316,negative
1385306,positive
1385296,positive
1385281,neutral
1385273,neutral
1385261,negative
1385239,negative
1385213,positive
1385205,neutral
1385192,negative
1385170,neutral
1385162,negative
1385154,negative
1385142,neutral
1385135,negative
1385130,positive
1385113,negative
1385106,negative
1385101,neutral
1385090,negative
1385081,negative
1385065,neutral
1385061,negative
1385041,neutral
1385016,positive
1384997,negative
1384993,neutral
1384981,positive
1384971,negative
1384959,negative
1384939,positive
1384920,positive
1384910,negative
1384894,negative
1384886,positive
1384879,neutral
1384779,negative
1384765,negative
1384757,negative
1384745,negative
1384738,neutral
1384732,negative
1384730,negative
1384719,neutral
1384715,neutral
1384708,negative
1384688,negative
1384670,positive
1384655,neutral
1384620,negative
1384586,neutral
1384573,negative
1384567,neutral
1384542,neutral
1384521,neutral
1384505,negative
1384478,neutral
1384455,neutral
1384438,negative
1384435,neutral
1384430,negative
1384423,neutral
1384416,neutral
1384404,neutral
1384377,neutral
1384319,positive
1384273,positive
1384243,positive
1384227,negative
1384218,neutral
1384213,neutral
1384203,negative
1384183,neutral
1384154,negative
1384144,neutral
1384131,negative
1384123,negative
1384112,positive
1384102,neutral
1384095,negative
1384085,neutral
1384075,negative
1383977,positive
1383973,negative
1383959,neutral
1383949,negative
1383937,negative
1383932,negative
1383926,negative
1383923,negative
1383918,neutral
1383909,positive
1383887,neutral
1383872,negative
1383847,negative
1383824,positive
1383814,negative
1383806,negative
1383797,neutral
1383790,negative
1383782,negative
1383769,neutral
1383754,neutral
1383742,neutral
1383721,neutral
1383710,neutral
1383704,neutral
1383687,negative
1383669,negative
1383656,neutral
1383647,neutral
1383637,neutral
1383625,negative
1383615,neutral
1383603,neutral
1383576,negative
1383566,positive
1383542,negative
1383523,neutral
1383496,neutral
1383485,neutral
1383462,negative
1383437,neutral
1383411,negative
1383403,negative
1383399,negative
1383394,neutral
1383388,negative
1383323,positive
1383314,negative
1383305,negative
1383290,negative
1383283,neutral
1383274,neutral
1383263,negative
1383252,neutral
1383250,negative
1383246,positive
1383229,negative
1383199,neutral
1383183,positive
1383174,negative
1383159,neutral
1383149,negative
1383136,negative
1383103,negative
1383083,negative
1383074,positive
1383065,neutral
1383047,positive
1383030,neutral
1382999,negative
1382985,positive
1382972,positive
1382963,neutral
1382953,positive
1382939,positive
1382918,negative
1382902,neutral
1382885,neutral
1382857,negative
1382830,negative
1382802,neutral
1382768,neutral
1382757,negative
1382723,neutral
1382700,negative
1382683,negative
1382669,negative
1382651,neutral
1382629,neutral
1382606,positive
1382579,positive
1382538,positive
1382453,neutral
1382429,negative
1382420,negative
1382411,neutral
1382397,neutral
1382390,neutral
1382381,negative
1382374,negative
1382365,neutral
1382355,neutral
1382338,negative
1382332,neutral
1382322,negative
1382301,positive
1382282,neutral
1382275,positive
1382266,positive
1382257,negative
1382251,negative
1382234,negative
1382224,negative
1382217,negative
1382210,negative
1382204,negative
1382198,neutral
1382173,negative
1382130,positive
1382119,positive
1382101,negative
1382044,negative
1381996,positive
1381962,negative
1381938,negative
1381903,negative
1381890,negative
1381840,neutral
1381815,positive
1381784,negative
1381776,neutral
1381759,negative
1381747,negative
1381741,negative
1381731,negative
1381717,positive
1381710,positive
1381697,negative
1381580,neutral
1381572,neutral
1381558,negative
1381542,neutral
1381528,negative
1381525,neutral
1381514,positive
1381508,negative
1381496,positive
1381485,neutral
1381477,neutral
1381463,negative
1381450,negative
1381432,negative
1381416,neutral
1381403,negative
1381391,negative
1381375,negative
1381369,negative
1381360,negative
1381350,negative
1381347,positive
1381335,neutral
1381330,neutral
1381318,negative
1381308,neutral
1381299,negative
1381295,negative
1381292,negative
1381282,negative
1381272,neutral
1381268,negative
1381264,positive
1381254,positive
1381249,negative
1381231,negative
1381225,neutral
1381220,neutral
1381206,positive
1381192,neutral
1381177,neutral
1381173,negative
1381159,negative
1381150,negative
1381116,neutral
1381040,negative
1381024,negative
1381017,neutral
1381007,neutral
1380991,negative
1380974,negative
1380969,positive
1380958,neutral
1380950,negative
1380941,neutral
1380935,positive
1380925,positive
1380910,negative
1380895,neutral
1380878,positive
1380857,neutral
1380842,neutral
1380834,negative
1380820,neutral
1380804,neutral
1380790,negative
1380776,negative
1380752,negative
1380743,negative
1380728,negative
1380714,negative
1380702,positive
1380692,positive
1380684,neutral
1380661,neutral
1380643,neutral
1380626,positive
1380619,neutral
1380612,negative
1380605,positive
1380590,positive
1380585,neutral
1380564,neutral
1380548,negative
1380538,neutral
1380533,positive
1380522,neutral
1380511,neutral
1380502,neutral
1380498,negative
1380489,negative
1380357,negative
1380327,neutral
1380301,negative
1380291,neutral
1380277,negative
1380265,negative
1380258,negative
1380252,negative
1380246,negative
1380232,negative
1380220,positive
1380214,positive
1380206,neutral
1380198,neutral
1380194,neutral
1380184,neutral
1380161,neutral
1380128,negative
1380123,neutral
1380112,negative
1380081,neutral
1380066,negative
1380053,neutral
1380051,negative
1380035,negative
1380030,neutral
1380019,neutral
1380014,neutral
1379987,positive
1379964,positive
1379957,neutral
1379944,negative
1379937,negative
1379928,negative
1379922,negative
1379910,negative
1379903,negative
1379886,neutral
1379877,neutral
1379864,neutral
1379862,negative
1379854,negative
1379846,negative
1379835,neutral
1379834,negative
1379827,negative
1379783,negative
1379780,negative
1379770,negative
1379765,negative
1379760,negative
1379756,negative
1379744,neutral
1379738,negative
1379731,negative
1379709,negative
1379693,negative
1379672,negative
1379653,neutral
1379647,negative
1379642,negative
1379636,negative
1379625,neutral
1379622,negative
1379618,negative
1379610,negative
1379602,positive
1379594,negative
1379586,neutral
1379576,negative
1379572,negative
1379558,negative
1379545,negative
1379543,neutral
1379538,negative
1379527,positive
1379364,neutral
1379354,neutral
1379342,negative
1379334,negative
1379316,negative
1379300,negative
1379290,negative
1379286,negative
1379271,neutral
1379268,neutral
1379238,negative
1379219,positive
1379207,positive
1379194,negative
1379170,positive
1379152,neutral
1379141,neutral
1379124,neutral
1379114,positive
1379094,negative
1379069,negative
1379053,negative
1379025,neutral
1379002,neutral
1378989,positive
1378978,positive
1378971,negative
1378963,neutral
1378944,negative
1378934,neutral
1378920,positive
1378898,negative
1378889,positive
1378868,neutral
1378852,positive
1378832,neutral
1378823,negative
1378805,neutral
1378796,neutral
1378772,negative
1378768,neutral
1378758,negative
1378748,negative
1378743,positive
1378736,positive
1378730,negative
1378720,positive
1378603,neutral
1378599,neutral
1378589,positive
1378578,neutral
1378565,positive
1378560,negative
1378551,neutral
1378535,neutral
1378531,negative
1378527,positive
1378523,neutral
1378518,neutral
1378506,negative
1378495,positive
1378482,positive
1378473,negative
1378469,negative
1378459,negative
1378448,neutral
1378441,neutral
1378433,negative
1378427,negative
1378422,neutral
1378413,neutral
1378405,negative
1378392,neutral
1378379,negative
1378377,neutral
1378354,neutral
1378352,negative
1378343,negative
1378326,negative
1378311,negative
1378301,neutral
1378280,neutral
1378264,negative
1378240,neutral
1378221,negative
1378207,negative
1378194,neutral
1378176,negative
1378154,positive
1378137,neutral
1378122,negative
1378114,neutral
1378101,negative
1378083,negative
1377985,negative
1377973,positive
1377964,neutral
1377954,negative
1377949,negative
1377936,positive
1377926,neutral
1377921,negative
1377914,negative
1377905,neutral
1377900,negative
1377886,negative
1377867,negative
1377847,negative
1377829,negative
1377816,negative
1377797,positive
1377779,neutral
1377764,positive
1377753,negative
1377739,neutral
1377730,positive
1377705,neutral
1377685,negative
1377623,negative
1377615,negative
1377590,negative
1377560,neutral
1377539,neutral
1377531,neutral
1377517,negative
1377505,neutral
1377494,negative
1377474,negative
1377455,neutral
1377443,neutral
1377439,negative
1377429,negative
1377423,negative
1377409,neutral
1377382,neutral
1377370,negative
1377361,negative
1377355,negative
1377351,neutral
1377334,positive
1377174,positive
1377156,negative
1377140,neutral
1377130,neutral
1377116,neutral
1377109,negative
1377103,negative
1377099,positive
1377091,neutral
1377081,negative
1377074,neutral
1377060,negative
1377050,negative
1377036,neutral
1377013,negative
1376989,positive
1376957,neutral
1376949,neutral
1376938,positive
1376915,neutral
1376901,negative
1376889,neutral
1376882,negative
1376878,negative
1376863,negative
1376844,neutral
1376835,negative
1376824,positive
1376812,positive
1376799,neutral
1376781,negative
1376766,negative
1376758,negative
1376740,negative
1376733,neutral
1376726,negative
1376698,negative
1376683,neutral
1376671,negative
1376658,neutral
1376639,negative
1376609,negative
1376591,positive
1376569,negative
1376550,negative
1376423,negative
1376409,negative
1376398,neutral
1376379,neutral
1376360,neutral
1376344,negative
1376336,negative
1376329,negative
1376323,negative
1376300,neutral
1376283,negative
1376268,neutral
1376254,neutral
1376238,negative
1376224,negative
1376198,negative
1376181,negative
1376170,negative
1376161,negative
1376155,negative
1376147,positive
1376139,negative
1376110,positive
1376096,negative
1376090,neutral
1376083,neutral
1376068,neutral
1376061,neutral
1376044,negative
1376036,negative
1376032,negative
1376026,neutral
1376021,neutral
1376012,neutral
1376004,negative
1375995,negative
1375991,neutral
1375984,neutral
1375979,negative
1375956,negative
1375943,negative
1375912,neutral
1375909,neutral
1375908,negative
1375904,neutral
1375738,negative
1375730,positive
1375722,negative
1375703,negative
1375694,neutral
1375680,positive
1375671,positive
1375655,negative
1375647,neutral
1375631,negative
1375623,positive
1375618,positive
1375607,negative
1375601,negative
1375591,neutral
1375583,negative
1375569,positive
1375554,neutral
1375551,negative
1375530,neutral
1375508,neutral
1375500,neutral
1375487,positive
1375459,neutral
1375447,negative
1375435,neutral
1375426,negative
1375417,negative
1375409,negative
1375403,neutral
1375396,negative
1375387,positive
1375383,positive
1375372,negative
1375363,neutral
1375342,negative
1375325,neutral
1375302,negative
1375289,neutral
1375270,negative
1375253,positive
1375240,negative
1375233,neutral
1375227,positive
1375224,neutral
1375214,negative
1375080,positive
1375059,neutral
1375048,neutral
1375036,positive
1375028,negative
1375020,neutral
1375008,negative
1374998,negative
1374995,negative
1374987,neutral
1374971,neutral
1374960,positive
1374939,negative
1374930,neutral
1374920,negative
1374913,negative
1374904,negative
1374892,negative
1374882,neutral
1374868,negative
1374854,negative
1374842,negative
1374810,positive
1374800,neutral
1374785,negative
1374768,negative
1374753,positive
1374746,positive
1374730,negative
1374725,neutral
1374711,positive
1374699,negative
1374690,negative
1374674,negative
1374668,negative
1374655,neutral
1374646,negative
1374636,negative
1374633,negative
1374625,neutral
1374619,positive
1374608,neutral
1374606,neutral
1374599,positive
1374595,neutral
1374591,neutral
1374532,neutral
1374520,negative
1374514,negative
1374508,negative
1374504,negative
1374496,negative
1374484,neutral
1374470,negative
1374460,neutral
1374443,negative
1374430,neutral
1374421,neutral
1374399,negative
1374381,negative
1374364,neutral
1374348,neutral
1374323,negative
1374309,neutral
1374306,negative
1374297,neutral
1374284,negative
1374270,negative
1374247,negative
1374216,positive
1374203,neutral
1374186,positive
1374162,negative
1374126,negative
1374118,negative
1374106,neutral
1374096,positive
1374084,negative
1374062,negative
1374056,negative
1374038,neutral
1374033,negative
1374014,neutral
1373990,negative
1373973,negative
1373965,neutral
1373951,negative
1373941,neutral
1373928,negative
1373909,negative
1373892,negative
1373886,negative
1373876,negative
1373777,negative
1373754,negative
1373746,negative
1373739,negative
1373730,positive
1373726,negative
1373720,negative
1373712,positive
1373706,positive
1373700,neutral
1373692,positive
1373685,negative
1373668,negative
1373655,negative
1373642,negative
1373632,neutral
1373628,negative
1373612,positive
1373605,negative
1373591,negative
1373576,neutral
1373568,negative
1373540,negative
1373524,positive
1373512,positive
1373498,negative
1373484,negative
1373469,negative
1373454,neutral
1373438,neutral
1373415,neutral
1373394,neutral
1373388,negative
1373359,neutral
1373336,negative
1373300,neutral
1373282,positive
1373249,negative
1373232,negative
1373200,negative
1373173,negative
1373167,positive
1373157,neutral
1373120,negative
1373096,neutral
1373087,neutral
1373064,positive
1372927,negative
1372919,neutral
1372912,neutral
1372907,positive
1372899,negative
1372891,neutral
1372886,negative
1372880,neutral
1372875,negative
1372872,negative
1372868,neutral
1372860,neutral
1372852,neutral
1372846,negative
1372833,negative
1372812,negative
1372795,negative
1372778,negative
1372766,positive
1372758,negative
1372734,negative
1372722,neutral
1372714,neutral
1372697,positive
1372686,neutral
1372670,negative
1372662,negative
1372644,neutral
1372626,neutral
1372620,negative
1372610,negative
1372595,negative
1372583,negative
1372575,neutral
1372566,neutral
1372558,neutral
1372552,negative
1372543,neutral
1372526,negative
1372513,neutral
1372506,negative
1372496,negative
1372478,negative
1372466,negative
1372459,neutral
1372397,neutral
1372392,neutral
1372388,neutral
1372383,negative
1372372,neutral
1372361,negative
1372348,negative
1372340,neutral
1372335,negative
1372325,neutral
1372313,negative
1372300,negative
1372298,neutral
1372291,neutral
1372287,neutral
1372278,negative
1372270,negative
1372261,negative
1372254,negative
1372248,negative
1372236,negative
1372230,negative
1372219,negative
1372205,negative
1372196,neutral
1372185,negative
1372167,neutral
1372159,negative
1372138,negative
1372123,negative
1372111,positive
1372098,negative
1372088,negative
1372075,negative
1372069,negative
1372050,positive
1372043,negative
1372025,negative
1372022,negative
1371994,neutral
1371973,negative
1371951,negative
1371942,neutral
1371933,negative
1371915,negative
1371886,negative
1371817,neutral
1371810,neutral
1371803,neutral
1371795,negative
1371782,negative
1371776,neutral
1371773,neutral
1371765,negative
1371760,neutral
1371754,negative
1371742,negative
1371735,neutral
1371727,negative
1371714,negative
1371694,neutral
1371681,positive
1371668,negative
1371635,negative
1371620,neutral
1371610,negative
1371595,positive
1371583,negative
1371561,negative
1371545,negative
1371532,negative
1371522,neutral
1371513,neutral
1371503,negative
1371469,positive
1371443,negative
1371422,negative
1371400,negative
1371390,neutral
1371364,neutral
1371349,neutral
1371315,negative
1371305,negative
1371260,neutral
1371242,negative
1371216,neutral
1371198,negative
1371179,neutral
1371170,neutral
1371166,negative
1371155,negative
1371143,neutral
1371053,neutral
1371046,neutral
1371033,negative
1371020,positive
1371006,neutral
1370992,negative
1370981,neutral
1370962,negative
1370950,negative
1370936,negative
1370916,negative
1370902,negative
1370888,positive
1370880,negative
1370866,positive
1370850,neutral
1370839,negative
1370830,neutral
1370816,negative
1370804,negative
1370797,positive
1370793,neutral
1370786,positive
1370777,positive
1370756,neutral
1370745,negative
1370736,negative
1370723,neutral
1370714,neutral
1370698,negative
1370686,negative
1370679,neutral
1370648,neutral
1370638,positive
1370624,negative
1370620,negative
1370611,negative
1370606,negative
1370583,negative
1370568,positive
1370559,positive
1370546,negative
1370536,neutral
1370524,negative
1370408,neutral
1370401,positive
1370399,neutral
1370395,negative
1370387,neutral
1370378,neutral
1370372,neutral
1370361,positive
1370350,neutral
1370338,negative
1370330,negative
1370321,negative
1370313,negative
1370301,neutral
1370295,negative
1370286,neutral
1370273,neutral
1370269,neutral
1370240,negative
1370199,neutral
1370175,negative
1370145,neutral
1370127,positive
1370120,negative
1370105,negative
1370083,negative
1370069,negative
1370053,neutral
1370038,positive
1370028,negative
1370016,negative
1370008,negative
1369991,negative
1369976,neutral
1369944,negative
1369925,negative
1369903,neutral
1369893,neutral
1369877,negative
1369862,neutral
1369845,negative
1369829,positive
1369821,positive
1369818,positive
1369814,negative
1369748,negative
1369733,positive
1369712,neutral
1369704,neutral
1369690,positive
1369651,neutral
1369641,negative
1369636,negative
1369624,neutral
1369619,positive
1369613,neutral
1369604,negative
1369595,positive
1369586,neutral
1369578,neutral
1369568,negative
1369557,negative
1369550,negative
1369534,positive
1369523,negative
1369518,negative
1369504,positive
1369491,positive
1369481,negative
1369470,negative
1369466,negative
1369458,neutral
1369444,neutral
1369439,negative
1369430,neutral
1369386,negative
1369379,negative
1369368,neutral
1369342,neutral
1369336,negative
1369312,neutral
1369298,neutral
1369290,negative
1369282,negative
1369275,negative
1369268,negative
1369261,neutral
1369253,negative
1369249,neutral
1369121,neutral
1369095,negative
1369092,positive
1369085,neutral
1369083,negative
1369066,negative
1369051,negative
1369035,negative
1369027,negative
1369017,positive
1369012,negative
1369004,negative
1368980,positive
1368964,positive
1368952,negative
1368943,neutral
1368935,negative
1368921,negative
1368907,neutral
1368895,neutral
1368876,neutral
1368872,negative
1368847,neutral
1368839,neutral
1368828,positive
1368818,negative
1368814,positive
1368810,neutral
1368799,neutral
1368788,negative
1368754,negative
1368719,negative
1368708,negative
1368685,negative
1368673,negative
1368632,positive
1368607,negative
1368593,negative
1368585,negative
1368565,positive
1368558,negative
1368548,neutral
1368524,negative
1368510,negative
1368500,positive
1368384,negative
1368361,negative
1368347,positive
1368341,positive
1368336,negative
1368329,neutral
1368311,positive
1368305,neutral
1368302,neutral
1368297,neutral
1368292,neutral
1368284,negative
1368281,negative
1368264,positive
1368253,negative
1368244,neutral
1368235,negative
1368227,negative
1368223,positive
1368218,positive
1368216,positive
1368210,negative
1368197,negative
1368183,negative
1368174,neutral
1368169,neutral
1368166,neutral
1368153,neutral
1368144,negative
1368127,negative
1368116,negative
1368111,neutral
1368085,neutral
1368076,neutral
1368060,neutral
1368039,positive
1368021,positive
1368016,neutral
1368002,negative
1367995,neutral
1367987,negative
1367971,neutral
1367956,positive
1367938,negative
1367921,negative
1367765,positive
1367754,positive
1367742,neutral
1367730,neutral
1367716,negative
1367698,neutral
1367693,neutral
1367682,neutral
1367666,positive
1367643,negative
1367635,neutral
1367627,neutral
1367615,negative
1367608,negative
1367601,negative
1367589,neutral
1367574,negative
1367561,negative
1367549,neutral
1367519,negative
1367491,neutral
1367490,negative
1367476,neutral
1367475,positive
1367466,neutral
1367456,negative
1367441,neutral
1367432,positive
1367424,negative
1367404,negative
1367398,negative
1367388,neutral
1367371,negative
1367356,positive
1367312,negative
1367289,negative
1367261,neutral
1367250,positive
1367236,neutral
1367226,neutral
1367211,positive
1367198,neutral
1367188,positive
1367179,negative
1367163,negative
1367158,negative
1367139,negative
1367034,negative
1367011,neutral
1367005,neutral
1366993,negative
1366985,neutral
1366972,neutral
1366960,negative
1366938,neutral
1366919,negative
1366896,negative
1366874,negative
1366867,neutral
1366858,neutral
1366850,negative
1366841,negative
1366836,neutral
1366831,positive
1366828,negative
1366822,neutral
1366815,positive
1366806,negative
1366797,positive
1366784,negative
1366773,neutral
1366764,negative
1366747,negative
1366732,negative
1366716,neutral
1366710,neutral
1366700,neutral
1366696,negative
1366683,negative
1366672,neutral
1366654,neutral
1366644,negative
1366622,negative
1366607,neutral
1366559,neutral
1366534,negative
1366520,positive
1366504,negative
1366488,neutral
1366469,neutral
1366461,neutral
1366450,negative
1366437,positive
1366325,neutral
1366302,negative
1366277,positive
1366262,negative
1366245,negative
1366237,negative
1366223,neutral
1366210,neutral
1366197,negative
1366161,negative
1366147,neutral
1366138,negative
1366130,neutral
1366124,negative
1366112,neutral
1366096,negative
1366077,negative
1366060,positive
1366044,neutral
1366034,neutral
1366028,positive
1366024,negative
1366016,positive
1366005,negative
1365994,negative
1365976,negative
1365960,positive
1365949,neutral
1365923,negative
1365902,positive
1365894,negative
1365879,negative
1365867,neutral
1365851,positive
1365839,negative
1365832,neutral
1365823,positive
1365809,negative
1365802,neutral
1365798,neutral
1365786,negative
1365780,neutral
1365773,neutral
1365763,neutral
1365756,neutral
1365754,neutral
1365665,negative
1365661,negative
1365657,negative
1365654,neutral
1365642,negative
1365624,neutral
1365617,neutral
1365603,negative
1365601,neutral
1365586,neutral
1365577,negative
1365571,negative
1365553,neutral
1365531,neutral
1365521,negative
1365511,positive
1365497,neutral
1365489,positive
1365485,neutral
1365481,positive
1365469,neutral
1365462,negative
1365455,negative
1365440,neutral
1365431,negative
1365428,neutral
1365414,negative
1365409,positive
1365395,negative
1365385,positive
1365375,negative
1365368,neutral
1365364,negative
1365358,neutral
1365355,negative
1365344,neutral
1365336,positive
1365322,negative
1365312,neutral
1365297,neutral
1365289,negative
1365279,negative
1365273,negative
1365264,neutral
1365251,negative
1365242,neutral
1365144,positive
1365129,negative
1365118,neutral
1365113,neutral
1365101,neutral
1365089,negative
1365085,neutral
1365077,negative
1365073,negative
1365064,negative
1365048,positive
1365028,negative
1364995,negative
1364973,negative
1364955,neutral
1364945,negative
1364934,positive
1364917,negative
1364908,neutral
1364898,negative
1364888,neutral
1364882,positive
1364876,positive
1364870,negative
1364866,neutral
1364862,neutral
1364847,negative
1364836,neutral
1364824,neutral
1364808,neutral
1364794,neutral
1364777,neutral
1364756,neutral
1364746,positive
1364735,neutral
1364709,negative
1364697,positive
1364676,negative
1364673,neutral
1364663,neutral
1364648,negative
1364636,positive
1364626,neutral
1364613,negative
1364604,neutral
1364586,neutral
1364463,neutral
1364448,negative
1364439,neutral
1364435,positive
1364427,negative
1364421,negative
1364411,negative
1364395,neutral
1364381,negative
1364366,neutral
1364355,neutral
1364343,neutral
1364335,neutral
1364327,positive
1364314,positive
1364299,neutral
1364291,positive
1364282,neutral
1364276,neutral
1364259,negative
1364241,neutral
1364218,neutral
1364204,neutral
1364196,negative
1364175,negative
1364169,negative
1364160,neutral
1364144,neutral
1364126,neutral
1364124,neutral
1364117,negative
1364115,negative
1364101,negative
1364081,negative
1364065,negative
1364056,negative
1364031,negative
1364025,neutral
1364011,negative
1363993,negative
1363979,negative
1363968,negative
1363956,neutral
1363951,negative
1363943,positive
1363840,neutral
1363819,negative
1363805,negative
1363795,neutral
1363784,negative
1363771,neutral
1363762,neutral
1363758,positive
1363752,neutral
1363739,neutral
1363735,neutral
1363728,negative
1363719,negative
1363711,neutral
1363705,negative
1363698,neutral
1363686,negative
1363681,negative
1363676,positive
1363666,negative
1363653,negative
1363646,neutral
1363640,negative
1363635,negative
1363627,neutral
1363617,negative
1363607,positive
1363603,neutral
1363588,neutral
1363577,negative
1363559,neutral
1363546,negative
1363541,neutral
1363517,negative
1363510,negative
1363495,negative
1363486,negative
1363468,neutral
1363458,neutral
1363439,positive
1363425,neutral
1363415,neutral
1363392,neutral
1363378,neutral
1363373,neutral
1363366,negative
1363292,neutral
1363282,negative
1363276,neutral
1363269,neutral
1363255,positive
1363246,neutral
1363231,neutral
1363215,positive
1363206,neutral
1363193,positive
1363184,negative
1363178,negative
1363171,negative
1363154,negative
1363143,negative
1363129,negative
1363113,negative
1363106,neutral
1363093,positive
1363088,negative
1363072,neutral
1363055,neutral
1363034,positive
1363025,neutral
1363014,positive
1363010,negative
1362995,negative
1362994,negative
1362977,neutral
1362973,negative
1362938,neutral
1362910,neutral
1362890,negative
1362864,positive
1362852,negative
1362831,negative
1362820,neutral
1362803,neutral
1362791,negative
1362771,negative
1362756,negative
1362737,negative
1362721,negative
1362715,neutral
1362712,neutral
1362705,negative
1362634,negative
1362626,negative
1362621,negative
1362614,neutral
1362606,neutral
1362600,neutral
1362589,negative
1362583,neutral
1362576,neutral
1362562,neutral
1362553,neutral
1362550,neutral
1362542,positive
1362532,neutral
1362521,negative
1362500,negative
1362491,neutral
1362484,neutral
1362477,neutral
1362472,neutral
1362464,neutral
1362456,negative
1362445,negative
1362436,negative
1362426,negative
1362416,negative
1362405,negative
1362398,negative
1362389,positive
1362380,negative
1362370,negative
1362361,negative
1362355,negative
1362339,negative
1362332,neutral
1362315,neutral
1362299,negative
1362269,negative
1362255,negative
1362241,neutral
1362224,neutral
1362209,negative
1362203,neutral
1362193,negative
1362186,neutral
1362179,negative
1362073,negative
1362061,negative
1362054,neutral
1362041,negative
1362015,neutral
1362001,neutral
1361987,negative
1361972,negative
1361965,neutral
1361950,negative
1361946,neutral
1361944,negative
1361932,neutral
1361926,negative
1361906,neutral
1361899,neutral
1361890,negative
1361873,negative
1361858,positive
1361847,neutral
1361834,neutral
1361824,positive
1361811,neutral
1361795,positive
1361785,positive
1361775,negative
1361767,negative
1361752,negative
1361742,neutral
1361731,neutral
1361714,neutral
1361707,positive
1361683,negative
1361666,negative
1361625,positive
1361597,negative
1361571,negative
1361562,negative
1361541,positive
1361532,negative
1361520,negative
1361505,negative
1361487,neutral
1361478,neutral
1361464,neutral
1361368,negative
1361352,negative
1361327,negative
1361319,neutral
1361312,positive
1361294,neutral
1361286,negative
1361276,negative
1361262,negative
1361252,negative
1361241,neutral
1361230,negative
1361223,negative
1361211,negative
1361206,negative
1361203,neutral
1361200,negative
1361192,negative
1361187,neutral
1361178,neutral
1361171,neutral
1361156,negative
1361137,positive
1361130,negative
1361112,neutral
1361093,positive
1361092,negative
1361081,negative
1361070,negative
1361060,neutral
1361047,negative
1361040,negative
1361024,negative
1361013,negative
1360999,neutral
1360990,negative
1360969,positive
1360955,neutral
1360944,neutral
1360924,negative
1360902,negative
1360882,negative
1360857,negative
1360850,neutral
1360842,positive
1360717,negative
1360709,neutral
1360698,neutral
1360691,positive
1360688,neutral
1360674,negative
1360656,neutral
1360644,negative
1360633,neutral
1360621,negative
1360614,positive
1360606,neutral
1360598,negative
1360576,negative
1360564,negative
1360553,negative
1360544,neutral
1360533,negative
1360523,negative
1360512,neutral
1360501,neutral
1360491,negative
1360479,negative
1360472,positive
1360458,negative
1360442,neutral
1360438,neutral
1360427,neutral
1360405,negative
1360389,positive
1360386,negative
1360384,negative
1360379,neutral
1360359,negative
1360346,negative
1360330,neutral
1360324,neutral
1360315,neutral
1360308,negative
1360287,negative
1360271,neutral
1360265,negative
1360252,positive
1360242,negative
1360234,neutral
1360230,neutral
1360135,negative
1360112,neutral
1360077,positive
1360046,negative
1360030,positive
1360022,negative
1360011,neutral
1360002,negative
1359995,positive
1359984,negative
1359975,negative
1359969,negative
1359963,negative
1359954,negative
1359950,neutral
1359945,negative
1359939,negative
1359935,negative
1359925,negative
1359917,positive
1359907,neutral
1359883,negative
1359879,neutral
1359846,negative
1359840,neutral
1359825,positive
1359813,negative
1359806,negative
1359791,neutral
1359780,neutral
1359766,negative
1359747,negative
1359738,negative
1359706,neutral
1359693,positive
1359675,negative
1359666,positive
1359639,negative
1359628,negative
1359613,negative
1359595,negative
1359575,negative
1359563,neutral
1359551,neutral
1359459,negative
1359440,negative
1359432,positive
1359418,neutral
1359407,negative
1359398,negative
1359387,negative
1359376,neutral
1359362,negative
1359351,negative
1359344,neutral
1359328,neutral
1359316,neutral
1359308,positive
1359302,negative
1359291,negative
1359278,negative
1359267,neutral
1359254,negative
1359230,neutral
1359214,negative
1359203,negative
1359195,neutral
1359185,neutral
1359177,neutral
1359176,neutral
1359164,neutral
1359155,negative
1359125,positive
1359108,negative
1359091,neutral
1359076,negative
1359047,negative
1359026,neutral
1359007,neutral
1359002,neutral
1359000,neutral
1358990,negative
1358986,negative
1358956,negative
1358939,negative
1358932,neutral
1358920,negative
1358908,positive
1358899,neutral
1358883,neutral
1358722,negative
1358709,negative
1358686,neutral
1358660,negative
1358648,negative
1358635,negative
1358626,negative
1358619,neutral
1358613,negative
1358599,neutral
1358592,positive
1358588,neutral
1358580,neutral
1358561,neutral
1358556,neutral
1358545,positive
1358531,negative
1358521,negative
1358513,negative
1358511,neutral
1358499,negative
1358489,positive
1358483,negative
1358464,negative
1358456,positive
1358449,neutral
1358439,negative
1358430,neutral
1358407,negative
1358400,negative
1358395,negative
1358375,negative
1358362,negative
